name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,available
1 large bedroom with private bathroom,Marwan,Brooklyn,Bushwick,40.69387,-73.91341,Private room,100,5,0,,,1,0
Heart of Willimsburg- 1 block from bedford L stop,Ariana,Brooklyn,Williamsburg,40.71675,-73.95725,Private room,60,4,0,,,1,0
Eclectic & Cozy Private Room in Prospect Hts!!!,Sherice,Brooklyn,Crown Heights,40.68035,-73.96239,Private room,55,2,1,24/07/2016,0.03,1,0
2 BDRM/1.5 Bath Prospect Heights Brooklyn/Sleeps 6,Gary,Brooklyn,Prospect Heights,40.67959,-73.96486,Entire home/apt,175,3,0,,,1,0
2 Bedroom Duplex with large backyard,William,Brooklyn,Williamsburg,40.7121,-73.93705,Entire home/apt,200,4,1,07/08/2016,0.03,1,0
The Griffin B & B- 2 bedroom suite in Ditmas Park,Jeannine,Brooklyn,Flatbush,40.63273,-73.96385,Entire home/apt,200,2,10,01/07/2019,0.91,1,167
Apartment in Ridgewood/Bushwick Neighborhood,Jon,Queens,Ridgewood,40.69968,-73.90697,Private room,60,2,0,,,1,0
East Flatbush- Sunny 1 bedroom apt,Jay,Brooklyn,Flatlands,40.62297,-73.93849,Private room,57,1,7,12/05/2018,0.2,1,311
Room Available in Heart of Fort Greene,Nick,Brooklyn,Fort Greene,40.6875,-73.97605,Private room,145,1,0,,,1,0
Comfy Accommodations in Queens NY (JFK - 8 Mins),Nickesha,Queens,St. Albans,40.68482,-73.76929,Private room,55,5,28,15/06/2019,0.81,5,365
Stylish 1 bed just a block from Prospect Park,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.66204,-73.96052,Entire home/apt,80,5,4,14/08/2016,0.11,2,0
Quiet and Sunny bedroom @Williamsburg bedford,Nicolas,Brooklyn,Williamsburg,40.71576,-73.95586,Private room,70,2,3,31/08/2016,0.08,1,0
A Lovely One Bedroom Apartment!,Aurora,Bronx,Norwood,40.86853,-73.88301,Entire home/apt,120,10,7,07/01/2019,0.2,1,327
Fort Greene Studio with gardened backyard,Anthony,Brooklyn,Fort Greene,40.69626,-73.97276,Entire home/apt,90,3,5,05/09/2016,0.14,1,0
Cozy One Bedroom Apartment in Lovely Clinton Hill,Johnny,Brooklyn,Bedford-Stuyvesant,40.69297,-73.95952,Entire home/apt,115,7,9,26/08/2018,0.4,1,14
Gorgeous 2 Bedroom apartment,Iveta,Queens,Forest Hills,40.72064,-73.83746,Entire home/apt,2350,365,0,,,1,364
Two story Park Slope home with deck and garden,Deena,Brooklyn,Park Slope,40.67922,-73.98157,Entire home/apt,200,1,0,,,1,0
"Huge, private bedroom with bathroom",Claudia,Queens,Maspeth,40.73425,-73.89553,Private room,61,2,24,21/08/2018,0.69,1,281
Simple room in the heart of Bed Stuy,Lydia,Brooklyn,Bedford-Stuyvesant,40.68583,-73.94112,Entire home/apt,83,1,7,20/05/2019,0.43,1,37
Bright and Comfy near Prospect Park,Adam,Brooklyn,Crown Heights,40.66427,-73.95771,Private room,160,2,1,30/08/2016,0.03,1,0
"Sunny, Pre-War Brooklyn Share",Stacey Rae,Brooklyn,Flatbush,40.65126,-73.96388,Shared room,40,1,5,01/10/2017,0.15,2,0
Private Bedroom in 2-floor Bushwick Apartment,Cheno,Brooklyn,Bushwick,40.68758,-73.91321,Private room,50,1,2,06/08/2016,0.06,1,0
"Sunny, peaceful home in fantastic location",Irene,Brooklyn,Gowanus,40.68203,-73.98427,Private room,85,1,1,09/08/2016,0.03,1,0
2 BDR in Bushwick Brooklyn!,Andrew,Brooklyn,Bushwick,40.69647,-73.92474,Entire home/apt,100,3,102,29/06/2019,2.82,1,31
Massive Beautiful Room!,Anthony,Brooklyn,Crown Heights,40.67023,-73.94078,Private room,57,1,82,05/07/2019,2.28,5,356
Airy Bright 1 Bedroom in Heart of Greenpoint BK,Lauren,Brooklyn,Greenpoint,40.72914,-73.9567,Entire home/apt,104,1,0,,,1,0
"Heart of Williamsburg, Very Large Bedroom!",Jeffrey,Brooklyn,Williamsburg,40.7086,-73.94555,Private room,53,2,6,06/11/2016,0.17,1,0
Cozy comfortable room near LGA&JFK#2,John,Queens,Richmond Hill,40.69054,-73.82185,Private room,38,3,19,17/06/2019,0.55,5,278
Well Connected & Beautiful Sanctuary!,Severino,Brooklyn,Clinton Hill,40.68477,-73.96757,Entire home/apt,115,10,0,,,1,0
Cozy sunlit 2bed w PRIVATE ROOFTOP in Brooklyn,Christine,Brooklyn,Bedford-Stuyvesant,40.68679,-73.957,Entire home/apt,139,1,2,27/08/2016,0.06,1,0
LoraLisa's Flats,Lorna,Brooklyn,Prospect-Lefferts Gardens,40.66011,-73.95965,Entire home/apt,150,3,15,26/06/2019,1.46,2,154
"Modern 3 BR home, 4 blocks from Public Transport!",Ann,Brooklyn,East Flatbush,40.65565,-73.93573,Entire home/apt,280,3,3,09/12/2018,0.33,1,0
纽约之家(Sunny Home4),Amy,Queens,Flushing,40.74447,-73.83186,Private room,50,1,60,23/06/2019,1.68,8,53
"Quaint, Private Sunset Park Brownstone Experience",Debra,Brooklyn,Sunset Park,40.64637,-74.00558,Private room,45,21,0,,,1,0
Bedroom in industrial huge loft in Greenpoint,Nikki,Brooklyn,Greenpoint,40.72828,-73.94225,Private room,70,5,0,,,3,0
"Cozy, Bright 1 Bedroom Fully Furnished Apartment",Mileaka,Brooklyn,Greenpoint,40.73773,-73.95489,Entire home/apt,150,1,12,22/04/2017,0.39,1,0
"Best Location, 2bdr Park Slope, Bk",Jim,Brooklyn,Park Slope,40.67928,-73.97791,Entire home/apt,130,3,103,21/06/2019,2.94,2,101
Brooklyn Apartment,Thomas,Brooklyn,Greenpoint,40.7205,-73.94125,Entire home/apt,100,1,1,01/01/2018,0.05,1,0
Large Sunny Bedroom in Prospect Heights,Lucien,Brooklyn,Prospect Heights,40.67921,-73.97241,Private room,55,4,0,,,1,0
Comfortable 1-bedroom in South Slope,Kelly,Brooklyn,Sunset Park,40.66206,-73.99767,Private room,50,1,0,,,1,0
SUNNY Spacious Oasis near Prospect Park!,Nancy,Brooklyn,Flatbush,40.63873,-73.95305,Private room,103,2,1,01/09/2016,0.03,1,0
Private Room and Bathroom in Bright Apartment,Kristen,Brooklyn,Bedford-Stuyvesant,40.68466,-73.92727,Private room,50,2,4,01/10/2016,0.11,2,0
Spacious & quiet room w/ Balcony,Jorge,Brooklyn,Bedford-Stuyvesant,40.68571,-73.95708,Private room,54,4,4,21/09/2017,0.12,1,0
Peaceful bedroom in Crown Heights Duplex,J.,Brooklyn,Crown Heights,40.67151,-73.91733,Private room,50,2,167,28/06/2019,4.73,2,162
Pre War Park Slope on Prospect Park Bedroom 2,Louisa,Brooklyn,South Slope,40.66432,-73.97954,Private room,59,4,28,13/12/2018,0.8,2,99
Townhouse for rent,Inji,Brooklyn,Greenpoint,40.72704,-73.94587,Entire home/apt,150,14,0,,,1,0
Cool Urban Brooklyn,Jordy,Brooklyn,Flatbush,40.65263,-73.95734,Private room,80,5,0,,,1,0
"Best South Williamsburg Room, Sunny & Serene",Sarah,Brooklyn,Williamsburg,40.71026,-73.95165,Private room,85,3,1,16/08/2016,0.03,1,0
"Steps to the Metro, Minutes to Manhattan!",Virgilio,Brooklyn,Bushwick,40.69974,-73.9338,Entire home/apt,185,2,169,30/06/2019,4.77,1,26
Cozy Garden Apartment Heart of BK!,Sarah,Brooklyn,Fort Greene,40.69191,-73.97151,Entire home/apt,85,7,2,17/04/2017,0.06,1,0
Modern 2-bedroom apartment near subway and parks,Negra,Queens,Astoria,40.75687,-73.91597,Entire home/apt,135,2,135,06/07/2019,3.8,1,168
1 bedroom full apartment completely private!,Horacio,Queens,Corona,40.74598,-73.85683,Entire home/apt,85,7,60,30/06/2019,1.65,1,284
Beautiful Studio with Back Patio,Eric,Brooklyn,Brooklyn Heights,40.69455,-73.99339,Entire home/apt,75,2,3,10/10/2016,0.08,1,0
An Apartment to Call Home w/ Free Airport Pickup!,Jared,Queens,Sunnyside,40.74671,-73.91636,Entire home/apt,199,1,7,30/12/2018,0.2,4,365
Sunny Cute Studio (15 Mins to Manhattan),Sheng,Queens,Woodside,40.74389,-73.89325,Entire home/apt,120,1,0,,,1,0
Amazing Private room in LIC minutes to Manhattan,Joelle,Queens,Long Island City,40.74612,-73.94247,Private room,88,1,11,25/08/2016,0.3,2,0
"Scandinavean design in Crown Heights, BK",Boram,Brooklyn,Crown Heights,40.66477,-73.9506,Entire home/apt,89,5,9,28/05/2018,0.25,1,0
Private & Spacious Master Suite w/ Full Bath,Kevin,Brooklyn,East New York,40.66172,-73.8975,Private room,57,5,22,02/07/2019,0.64,3,60
"Huge Williamsburg private br + ba, in spacious 2br",Tim,Brooklyn,Williamsburg,40.71686,-73.95648,Private room,150,3,0,,,1,0
Artsy basement with bathroom and private entrance,JesAnn,Brooklyn,Bedford-Stuyvesant,40.68639,-73.93116,Private room,50,2,22,14/10/2018,0.63,1,8
Private Room Beautiful Apartment,Christina,Brooklyn,East New York,40.67424,-73.88136,Private room,29,30,12,01/11/2018,0.38,3,193
Large two-bedroom in Prime Location,Andrew,Brooklyn,Bedford-Stuyvesant,40.68129,-73.9487,Entire home/apt,100,2,1,05/09/2016,0.03,1,0
Amazing Private Room - Custom Style,Tamara,Brooklyn,East Flatbush,40.66248,-73.92855,Private room,45,1,39,12/06/2019,1.27,2,365
PRIVATE BEDROOM FOR  1 OR 2,Johno,Brooklyn,Flatbush,40.64943,-73.96202,Private room,49,2,41,30/06/2019,1.15,1,355
Private room in 1Br Apartment,Konstantin,Brooklyn,East Flatbush,40.65367,-73.94872,Private room,45,27,6,27/01/2019,0.19,1,94
Williamsburg! 1 stop from Manhattan with backyard!,Brittany,Brooklyn,Williamsburg,40.71091,-73.96029,Private room,66,5,0,,,1,0
HUGE Apt w/1 bedroom sublet in Brooklyn,Carly,Brooklyn,Bedford-Stuyvesant,40.69747,-73.94817,Private room,33,2,11,01/09/2018,0.31,1,0
chambre dans appartement arty de Brooklyn,Marie Salomé,Brooklyn,Clinton Hill,40.68583,-73.96434,Private room,70,2,0,,,2,0
Your beach-side bungalow awaits!,Fianna,Staten Island,New Dorp Beach,40.56464,-74.1,Entire home/apt,62,1,0,,,1,0
Very Large 1 Bedroom with Large Patio,Henry,Queens,Ridgewood,40.70382,-73.90059,Entire home/apt,100,4,0,,,1,362
"Awesome 1 BR in multi-cultural Queens, sleeps 4!",Laura,Queens,Elmhurst,40.73319,-73.87782,Entire home/apt,150,3,7,07/01/2017,0.2,1,261
Spacious 2 Floor 1 Bed Apartment!,Matthew,Brooklyn,Crown Heights,40.67244,-73.94426,Entire home/apt,106,1,30,11/04/2017,0.85,1,0
"Two-Bedroom Apartment, 10 Minutes to Manhattan",Jason,Queens,Astoria,40.7626,-73.91341,Entire home/apt,65,30,6,19/06/2019,0.17,8,201
Perfect Luxury Studio in DUMBO,Mi,Brooklyn,Vinegar Hill,40.70125,-73.98582,Entire home/apt,175,2,114,22/06/2019,3.36,1,154
Ground floor  2 Bedrooms with Backyard & BBQ,Mike,Brooklyn,Williamsburg,40.71723,-73.96703,Entire home/apt,360,5,8,21/06/2019,0.26,1,175
Marine park studio,Allegra,Brooklyn,Sheepshead Bay,40.60778,-73.94194,Entire home/apt,119,1,12,23/06/2019,5.37,1,140
"Very large 3 bdrm, 1.5 bath, Flatbush/Ditmas Park",Elissa,Brooklyn,Flatbush,40.64314,-73.95817,Entire home/apt,189,2,88,27/06/2019,3.18,1,255
Vanilla Tea - Cozy Studio Hideaway in Bed Stuy #5,Deirdre,Brooklyn,Bedford-Stuyvesant,40.68374,-73.9447,Private room,68,2,134,20/06/2019,3.8,3,245
Lovely room and location! - Williamsburg duplex,Benjamin,Brooklyn,Williamsburg,40.70658,-73.95001,Private room,45,30,0,,,1,0
Stunning Clinton Hill Apartment,Emily,Brooklyn,Bedford-Stuyvesant,40.68537,-73.9575,Private room,38,31,0,,,1,0
B crownheights queen size bed$100,Shirley,Brooklyn,Crown Heights,40.67011,-73.92544,Private room,100,1,27,30/10/2018,0.75,2,365
Spacious Room in Park Slope Apartment,Christina,Brooklyn,South Slope,40.66562,-73.98936,Private room,80,1,0,,,1,0
Park Slope Railroad Room in July!,Priya,Brooklyn,Park Slope,40.67026,-73.97668,Private room,40,1,2,28/07/2016,0.06,1,0
Cosy Crown Heights Home Away From Home,Marisha,Brooklyn,Crown Heights,40.66856,-73.93929,Private room,50,3,45,18/02/2019,1.31,2,0
Beautiful room for rent,Alida,Queens,Maspeth,40.73597,-73.90072,Private room,70,1,2,31/08/2017,0.07,3,188
Spacious studio close to Manhatten,Michael,Queens,Sunnyside,40.73894,-73.92343,Entire home/apt,85,1,4,13/09/2016,0.11,1,0
Riverdale - Room with Breakfast for Ladies Only,Fahmida,Bronx,Kingsbridge,40.88393,-73.90639,Private room,50,2,14,05/07/2019,0.4,2,26
"Upscale safe area,20 minutes to Manhattan/Airports",Weimin,Queens,Forest Hills,40.71865,-73.8538,Private room,69,60,6,21/08/2016,0.17,4,0
Comfy private room in Williamsburg's top location!,Ivan,Brooklyn,Williamsburg,40.70843,-73.9588,Private room,54,1,148,22/06/2019,4.11,3,19
Beautiful Room in the Heart of Williamsburg,Dominick,Brooklyn,Williamsburg,40.71216,-73.94986,Shared room,300,2,0,,,1,0
"Large, sunny room in Brooklyn",Elizabeth,Brooklyn,Sunset Park,40.64775,-74.00858,Private room,41,3,2,11/09/2016,0.06,1,0
Prime apartment in private house + outdoor space,Tov,Brooklyn,Williamsburg,40.70582,-73.93696,Entire home/apt,199,2,68,01/07/2019,1.96,2,20
Spacious Prospect Park Garden Apt,Brian And Rachel,Brooklyn,Park Slope,40.67003,-73.974,Entire home/apt,240,2,144,30/06/2019,4.04,1,217
Cozy Private Room in LIC close to Everywhere in NY,Joelle,Queens,Long Island City,40.74604,-73.94194,Private room,70,1,13,24/08/2018,0.36,2,0
Private space in GORGEOUS building,Mara,Brooklyn,Bedford-Stuyvesant,40.68543,-73.94571,Entire home/apt,91,1,4,21/05/2017,0.13,2,0
Private room in the heart of Williamsburg!,Ivan,Brooklyn,Williamsburg,40.70973,-73.95939,Private room,55,1,147,15/06/2019,4.1,3,24
Spacious room in Prospect Park,Nacho,Brooklyn,Flatbush,40.65258,-73.96013,Private room,75,1,12,09/06/2019,0.56,1,50
"Clean, Cozy place to stay- Great Location in NYC!",Kathy,Brooklyn,Sheepshead Bay,40.58672,-73.96502,Private room,44,3,32,10/06/2019,1.24,2,42
"$2,800/m for 6/8-7/7! Long-term Deal in Park Slope",Makiko,Brooklyn,Park Slope,40.67356,-73.97742,Entire home/apt,100,28,75,27/03/2019,2.1,1,0
Spacious Apt. @ Brooklyn Botanic Garden/Museum,Julia,Brooklyn,Crown Heights,40.67033,-73.95949,Entire home/apt,140,2,10,12/08/2018,0.28,1,93
Sleek 1BR in the heart of Williamsburg!,Brian,Brooklyn,Williamsburg,40.71597,-73.95223,Entire home/apt,199,3,2,19/09/2016,0.06,1,0
Big bedroom 3 stops/10 mins from Manhattan!,Brett,Brooklyn,Cobble Hill,40.68759,-73.99376,Private room,82,1,25,31/08/2017,0.7,1,0
1br Apartment to relax in NYC,Kelly,Brooklyn,Bedford-Stuyvesant,40.69517,-73.93808,Entire home/apt,85,1,1,12/08/2016,0.03,1,0
"Independent Basement Apt.(2 bed  rooms, 1 Bath)",Fernando,Queens,Jackson Heights,40.75479,-73.85776,Entire home/apt,69,2,177,28/06/2019,5.13,2,105
Chic pied-a-terre w/ terrace -15mins to Manhattan,Stephen,Queens,Astoria,40.7671,-73.91261,Entire home/apt,150,3,64,07/07/2019,1.84,1,264
Lofted Bedroom in Awesome Greenpoint Loft!,Charlie,Brooklyn,Greenpoint,40.73413,-73.95835,Private room,49,14,0,,,1,0
Serene private room in chic Astoria apartment.,Samantha,Queens,Astoria,40.76218,-73.92436,Private room,90,3,8,04/08/2018,0.23,2,0
Modern 3br 2bath in trendy Williamsburg!,Kelsye,Brooklyn,Williamsburg,40.71928,-73.94539,Entire home/apt,280,3,43,06/05/2019,1.24,1,335
Restful Superior Court,Rose,Brooklyn,Canarsie,40.63981,-73.90211,Entire home/apt,80,3,15,01/07/2019,0.42,2,365
Cozy Cool Room in my Charming Loft,Rose,Brooklyn,Canarsie,40.63794,-73.8988,Private room,51,3,0,,,2,365
Beautiful Sunny South Slope 1 BR,Remy,Brooklyn,Sunset Park,40.66142,-73.99078,Entire home/apt,119,3,63,28/06/2019,1.82,1,18
Cozy 1 Bedroom in Brooklyn,Rohan,Brooklyn,Sunset Park,40.64187,-74.01252,Private room,30,2,1,06/09/2016,0.03,1,0
"Comfy room in brownstone, Ridgewood",Ruthy,Queens,Ridgewood,40.70365,-73.89572,Private room,100,1,0,,,1,0
Coney Island cabana apt - 1/2 BLOCK FROM BEACH!,Markus,Brooklyn,Coney Island,40.5738,-73.99044,Entire home/apt,100,2,2,28/08/2016,0.06,1,0
Large room with AC a in house with a porch,Scott,Brooklyn,Kensington,40.64023,-73.9717,Private room,30,2,1,05/08/2016,0.03,1,0
Skylight Room in 3 bedroom duplex,Maba,Brooklyn,Crown Heights,40.67059,-73.9337,Private room,60,2,147,02/07/2019,4.1,3,0
Big bright room in 3 bedroom duplex,Maba,Brooklyn,Crown Heights,40.67112,-73.93368,Private room,65,1,149,25/06/2019,4.17,3,185
Two bedroom apt in house with private entrance,Maba,Brooklyn,Crown Heights,40.67114,-73.93238,Entire home/apt,140,2,137,02/07/2019,3.82,3,234
private 1 bedroom/Flat,Linda,Queens,Rosedale,40.6599,-73.73221,Entire home/apt,105,2,29,04/06/2019,0.81,3,38
Huge Bedroom in Hip Williamsburg Loft-- Bedford L,Jj,Brooklyn,Williamsburg,40.71608,-73.95888,Private room,85,3,1,16/08/2016,0.03,1,0
Williamsburg w attached balcony - Manhattan view!,Sarah,Brooklyn,Williamsburg,40.70936,-73.94708,Private room,90,6,0,,,1,0
beautiful one bedroom apartment,Este,Brooklyn,Midwood,40.62755,-73.96097,Entire home/apt,75,1,1,21/07/2016,0.03,1,0
"Loft style apt, renovated",Lila,Brooklyn,Williamsburg,40.71912,-73.9572,Private room,60,1,53,15/03/2018,1.52,3,0
"Clean and modern in prime Carroll Gardens, BK",Scott,Brooklyn,Carroll Gardens,40.67615,-74.00004,Private room,80,3,47,13/05/2019,1.4,1,308
Luxury New Private Duplex in Trendy Bed-Stuy,Alina,Brooklyn,Bedford-Stuyvesant,40.69034,-73.9444,Entire home/apt,137,2,99,01/06/2019,2.76,1,221
Pibbles and friends,Miho And Justin,Brooklyn,Fort Greene,40.6892,-73.97474,Private room,120,3,92,24/06/2019,2.57,1,130
Warm and cozy in Brooklyn,Aleksandra,Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.958,Private room,48,1,68,25/06/2019,2.02,2,14
Contemporary Park Slope Brooklyn Duplex,Ericka,Brooklyn,South Slope,40.66414,-73.98507,Entire home/apt,179,2,16,27/05/2019,0.45,1,1
Clinton Hill Apartment Single Bedroom ! Pratt ~~,Santiago,Brooklyn,Clinton Hill,40.69591,-73.96284,Private room,58,2,1,23/09/2018,0.1,1,0
Sunny Bedroom in trendy Bushwick Apt. w/Rooftop,Cynthia,Brooklyn,Bushwick,40.7038,-73.92712,Private room,50,14,0,,,1,0
Charming Artist Studio,Erica,Brooklyn,Prospect-Lefferts Gardens,40.65915,-73.96004,Entire home/apt,110,2,6,23/10/2016,0.17,1,0
Relaxing Ocean Front Beach Home in Arverne!,Sita,Queens,Arverne,40.58843,-73.79905,Entire home/apt,450,3,15,22/06/2019,0.42,1,290
Cozy Bed/Bath w/Appliances Close to JFK/LGA,Carolyn,Queens,Cambria Heights,40.70219,-73.73296,Private room,60,1,78,06/07/2019,2.18,1,78
Large and Luminous room available for female only,Jasmine,Queens,Briarwood,40.70648,-73.81491,Private room,48,1,0,,,1,0
Comfy Sunnyside bedroom,Alvina,Queens,Sunnyside,40.7372,-73.919,Private room,65,5,12,11/05/2018,0.34,1,76
South Slope Modern 1+ Bedroom with Outdoor Space,Philip,Brooklyn,Sunset Park,40.66285,-73.9908,Entire home/apt,120,2,12,08/07/2018,0.33,2,27
Nice Spot in Bushwick,Chris,Brooklyn,Bushwick,40.70318,-73.92609,Private room,50,1,64,28/06/2019,1.78,2,302
Charming Poet's Room in Sunny Apartment,Cornelia,Brooklyn,Crown Heights,40.67147,-73.95181,Private room,48,2,2,08/08/2016,0.06,1,0
Bushwick plays,Jourdain,Brooklyn,Bushwick,40.69271,-73.91361,Private room,45,30,5,31/07/2018,0.15,2,339
Full bed in private Bushwick room,Kait,Brooklyn,Bushwick,40.69822,-73.92918,Private room,50,2,59,22/04/2018,1.67,1,0
"1 br in Williamsburg, near L train",Sasha,Brooklyn,Williamsburg,40.71378,-73.96257,Private room,75,2,17,30/07/2017,0.47,5,0
Charming Brooklyn Heights floor-through apartment,Perry,Brooklyn,Brooklyn Heights,40.69976,-73.99313,Private room,65,7,1,14/08/2016,0.03,1,0
Nini's Art Shack,Natalie,Brooklyn,Bushwick,40.68798,-73.90677,Private room,80,1,2,01/11/2016,0.06,2,281
1920s Room 1 block from Prospect Park and Q Access,Nick,Brooklyn,Prospect-Lefferts Gardens,40.65663,-73.95989,Private room,43,1,6,01/03/2017,0.19,1,0
Space to rest near LaGuardia Airport,Maya,Queens,East Elmhurst,40.77009,-73.87708,Private room,32,1,411,04/07/2019,11.4,5,161
Sun Filled Pre-War Apartment near Fort Greene Park,Philip And Kerstin,Brooklyn,Fort Greene,40.69394,-73.97115,Shared room,39,1,12,07/09/2016,0.34,1,0
Modern 1 BR Williamsburg Apartment with backyard,Andrew,Brooklyn,Williamsburg,40.70965,-73.95782,Entire home/apt,130,3,4,26/12/2016,0.12,1,0
Brooklyn Oasis,Jocelyn,Brooklyn,Bushwick,40.69572,-73.9293,Private room,85,2,3,28/09/2017,0.1,1,83
Mediterranean Style Charmer 20 mins to Manhattan,Zafir,Queens,Jackson Heights,40.74935,-73.88332,Shared room,23,1,0,,,1,0
"Quirky, art filled Greenpoint  Apartment!",Brooke,Brooklyn,Greenpoint,40.72488,-73.94085,Entire home/apt,95,1,39,23/06/2019,1.1,2,29
Cozy Brooklyn Home with an Artistic Twist,Shilpa,Brooklyn,Bushwick,40.68128,-73.90546,Private room,90,2,26,17/10/2018,0.73,1,84
Comfortable room in a Bushwick duplex with patio,Dory,Brooklyn,Bushwick,40.70175,-73.91525,Private room,45,1,9,20/03/2018,0.45,1,0
Nice cheap place to stay in NYC,Amadeus,Bronx,Longwood,40.82148,-73.89122,Private room,60,1,8,29/12/2016,0.22,1,364
Beautiful Bushwick loft for August,Gryphon,Brooklyn,Bushwick,40.69493,-73.9294,Private room,38,15,0,,,1,0
Two bedrooms available in a cozy apartment.,Shriya,Brooklyn,Windsor Terrace,40.65544,-73.97491,Private room,130,2,4,01/01/2018,0.11,1,0
Private cozy  suite,Gladys,Queens,Woodhaven,40.68904,-73.85052,Entire home/apt,71,1,155,01/07/2019,4.34,1,173
Bed in Semi-Private Room Close to Park and Train,Carolyn,Brooklyn,Prospect-Lefferts Gardens,40.66249,-73.958,Shared room,75,2,1,05/09/2017,0.04,1,0
Charming and bright place with a good vibe!,Ellen,Queens,Woodhaven,40.6905,-73.85612,Entire home/apt,85,2,74,02/07/2019,2.08,1,52
"Clean, cozy, comfortable private room. Perfect Loc",Joy,Brooklyn,Crown Heights,40.67564,-73.94798,Private room,67,3,29,19/03/2019,0.84,2,365
La Guardia Airport Cozy Attic studio with Spiral,Luis,Queens,Corona,40.75134,-73.85219,Entire home/apt,79,2,83,02/07/2019,2.32,6,320
Brand new beautiful one bedroom apartment,Yi,Queens,Flushing,40.73851,-73.80106,Entire home/apt,72,1,256,24/06/2019,7.1,1,124
Faith,Rachel,Queens,Jamaica,40.68689,-73.80117,Private room,60,7,5,01/06/2019,0.27,4,160
Great location 15minutes to South central park NYC,John,Queens,Sunnyside,40.74305,-73.9168,Private room,55,2,67,09/04/2019,1.9,1,0
"Large & unique, über-modern studio",Helen,Brooklyn,Williamsburg,40.71192,-73.9628,Entire home/apt,249,9,19,04/10/2017,0.66,1,0
Vibrant Apartment with Backyard Oasis in Bushwick,Chloe,Brooklyn,Bushwick,40.68463,-73.90729,Entire home/apt,111,2,73,02/06/2019,2.06,3,170
The Mahogany Suite- The Solo Adventurer l,The Mahogany Suite(Studio Apartment,Brooklyn,East Flatbush,40.6628,-73.93397,Private room,65,2,24,17/06/2019,0.71,3,290
nice room in bedstuy G,Randy,Brooklyn,Bedford-Stuyvesant,40.68403,-73.94979,Private room,45,1,87,02/07/2019,2.5,15,305
